port_key,port_id,port_name,country,latitude,longitude,harbor_size,harbor_type,max_vessel
tarakohe_nz,55275,Tarakohe,Nz,-40.85,172.9,V,CN,M
kopmanholmen_se,26710,Kopmanholmen,Se,63.166667,18.583333,V,CN,M
bakapit_my,51733,Bakapit,My,4.95,118.583333,V,CN,M
ornskoldsvik_se,26730,Ornskoldsvik,Se,63.283333,18.716667,S,CB,M
husum_se,26790,Husum,Se,63.333333,19.15,V,CN,M
rundvik_se,26800,Rundvik,Se,63.533333,19.45,V,CN,M
nordmaling_se,26810,Nordmaling,Se,63.566667,19.483333,V,CN,M
bintangor_my,51570,Bintangor,My,2.166667,111.633333,V,RN,
mostyn_my,51736,Mostyn,My,4.683333,118.25,V,OR,
kemaman_harbor_my,57411,Kemaman Harbor,My,4.25,103.466667,V,CN,L
umea_hamn_se,26890,Umea Hamn,Se,63.7,20.35,S,CB,M
tg_mani_my,51584,Tg. Mani,My,2.15,111.35,V,RN,M
gumbodahamn_se,26990,Gumbodahamn,Se,64.233333,21.1,V,RB,
tanjung_pelepas_my,51587,Tanjung Pelepas,My,1.35,103.55,M,RB,L
bongkot_terminal_th,57433,Bongkot Terminal,Th,8.05,102.333333,V,OR,L
vung_tau_vn,57570,Vung Tau,Vn,10.35,107.066667,S,RN,L
skelleftehamn_se,27080,Skelleftehamn,Se,64.683333,21.233333,S,CN,M
kagehamn_se,27090,Kagehamn,Se,64.833333,21.033333,V,CN,M
pattani_th,57435,Pattani,Th,6.95,101.3,S,CN,
tantawan_marine_terminal_th,57434,Tantawan Marine Terminal,Th,10.083333,101.416667,V,OR,M
brannfors_se,27130,Brannfors,Se,65.016667,21.383333,V,CN,M
bang_saphan_th,49792,Bang Saphan,Th,11.183333,99.6,V,CN,M
khanom_th,49794,Khanom,Th,9.2,99.9,V,CN,
laem_chabang_th,57462,Laem Chabang,Th,13.083333,100.883333,S,CB,L
pitea_se,27190,Pitea,Se,65.316667,21.483333,S,CN,M
erawan_terminal_th,57440,Erawan Terminal,Th,9.1,101.35,V,OR,L
benchamas_terminal_th,57436,Benchamas Terminal,Th,10.516667,101.25,V,OR,L
lulea_se,27220,Lulea,Se,65.583333,22.166667,M,CN,M
si_racha_th,57458,Si Racha,Th,13.166667,100.916667,M,OR,L
map_ta_phut_th,57437,Map Ta Phut,Th,12.666667,101.166667,V,CB,L
gavle_se,25590,Gavle,Se,60.683333,17.166667,S,CN,M
colon_ar,13730,Colon,Ar,-32.216667,-58.133333,V,RN,
la_plata_ar,13770,La Plata,Ar,-34.833333,-57.883333,M,RB,L
degrad_des_cannes_gf,12455,Degrad Des Cannes,Gf,4.85,-52.266667,V,RN,L
porto_santana_br,12485,Porto Santana,Br,-0.05,-51.183333,V,RN,L
lautoka_harbor_fj,55530,Lautoka Harbor,Fj,-17.6,177.45,V,CB,M
suva_harbor_fj,55540,Suva Harbor,Fj,-18.133333,178.416667,S,CN,L
levuka_fj,55550,Levuka,Fj,-17.683333,178.833333,S,CN,M
malai_fj,55556,Malai,Fj,-16.35,179.366667,V,CB,
savusavu_bay_fj,55560,Savusavu Bay,Fj,-16.766667,179.333333,V,OR,M
nuku_alofa_to,55590,Nuku Alofa,To,-21.133333,-175.2,V,CN,M
pangai_to,55600,Pangai,To,-19.8,-174.35,V,CN,M
neiafu_to,55610,Neiafu,To,-18.65,-173.983333,V,CN,M
funafuti_atoll_tv,55617,Funafuti Atoll,Tv,-8.516667,179.133333,V,CN,M
port_bonython_au,54325,Port Bonython,Au,-33.016667,137.766667,S,OR,M
port_lincoln_au,54350,Port Lincoln,Au,-34.716667,135.85,M,CB,M
thevenard_au,54410,Thevenard,Au,-32.166667,133.65,S,CN,M
esperance_au,54450,Esperance,Au,-33.866667,121.9,V,CB,M
albany_au,54470,Albany,Au,-35.033333,117.883333,S,CN,M
bunbury_au,54500,Bunbury,Au,-33.316667,115.633333,S,CB,M
fremantle_au,54520,Fremantle,Au,-32.05,115.75,L,CB,M
geraldton_au,54540,Geraldton,Au,-28.783333,114.6,V,CB,M
point_murat_au,54575,Point Murat,Au,-21.816667,114.183333,V,OR,L
onslow_au,54580,Onslow,Au,-21.65,115.1,V,OR,
port_walcott_au,54600,Port Walcott,Au,-20.65,117.183333,V,OR,M
dampier_au,54605,Dampier,Au,-20.633333,116.716667,M,CB,M
port_hedland_au,54620,Port Hedland,Au,-20.316667,118.583333,S,RN,L
broome_au,54630,Broome,Au,-17.966667,122.233333,S,CN,M
wyndham_au,54660,Wyndham,Au,-15.466667,128.1,V,RN,M
darwin_au,54670,Darwin,Au,-12.466667,130.85,M,CN,M
aigio_gr,41840,Aigio,Gr,38.25,22.083333,V,OR,M
patrai_gr,41850,Patrai,Gr,38.25,21.733333,S,CB,L
katakolon_gr,41880,Katakolon,Gr,37.65,21.316667,V,CB,M
pilos_gr,41910,Pilos,Gr,36.9,21.666667,V,CN,M
kalamata_gr,41940,Kalamata,Gr,37.016667,22.116667,S,CB,M
yithion_gr,41950,Yithion,Gr,36.75,22.566667,V,OR,M
navplio_gr,42050,Navplio,Gr,37.566667,22.8,V,CB,M
megara_oil_terminal_gr,42160,Megara Oil Terminal,Gr,37.966667,23.4,V,OR,L
ayios_nikolaos_gr,42180,Ayios Nikolaos,Gr,37.983333,23.533333,V,CB,
elevsis_gr,42200,Elevsis,Gr,38.033333,23.55,S,OR,L
pakhi_oil_terminal_gr,42205,Pakhi Oil Terminal,Gr,37.966667,23.383333,V,OR,M
perama_gr,42210,Perama,Gr,37.966667,23.566667,S,OR,L
niigata_ko_jp,61870,Niigata Ko,Jp,37.916667,139.05,M,RB,L
ryotu_ko_jp,61890,Ryotu Ko,Jp,38.083333,138.566667,V,CN,L
sakata_ko_jp,61900,Sakata Ko,Jp,38.933333,139.816667,S,CT,L
akita_funakawa_ko_jp,61910,Akita-Funakawa Ko,Jp,39.833333,140.0,V,CB,L
hannan_ko_jp,61935,Hannan Ko,Jp,34.466667,135.35,S,CN,M
takamatsu_jp,61940,Takamatsu,Jp,34.35,134.05,V,CB,L
komatsushima_jp,61960,Komatsushima,Jp,34.016667,134.6,S,CB,
tachibana_jp,61965,Tachibana,Jp,33.866667,134.666667,V,CB,L
kochi_ko_jp,61970,Kochi Ko,Jp,33.5,133.566667,M,CN,M
susaki_ko_jp,61980,Susaki Ko,Jp,33.383333,133.3,V,CB,L
uwajima_ko_jp,62010,Uwajima Ko,Jp,33.216667,132.566667,V,CN,
yawatahama_jp,62020,Yawatahama,Jp,33.45,132.416667,V,CN,M
matsuyama_jp,62030,Matsuyama,Jp,33.85,132.7,S,CB,L
kikuma_ko_jp,62060,Kikuma Ko,Jp,34.033333,132.833333,V,CB,L
muturezima_ko_jp,62065,Muturezima Ko,Jp,33.966667,130.866667,S,OR,L
imabari_ko_jp,62070,Imabari Ko,Jp,34.066667,133.016667,S,CB,M
niihama_jp,62080,Niihama,Jp,33.983333,133.283333,S,CB,L
mishima_kawanoe_ko_jp,62085,Mishima-Kawanoe Ko,Jp,34.0,133.55,S,CN,L
male_mv,49200,Male,Mv,4.166667,73.5,V,CN,M
abadan_ir,48430,Abadan,Ir,30.333333,48.283333,M,RN,M
mina_raysut_om,48230,Mina Raysut,Om,16.933333,54.016667,S,CB,L
mina_qabus_om,48250,Mina Qabus,Om,23.633333,58.583333,V,CB,M
mina_al_fahl_om,48255,Mina Al Fahl,Om,23.633333,58.516667,S,OR,M
fujayrah_harbor_ae,48262,Fujayrah Harbor,Ae,25.166667,56.333333,S,CB,L
khawr_fakkan_ae,48263,Khawr Fakkan,Ae,25.35,56.383333,M,CN,L
mina_saqr_ae,48264,Mina Saqr,Ae,25.983333,56.05,V,CB,M
fateh_oil_terminal_ae,48265,Fateh Oil Terminal,Ae,25.583333,54.416667,V,OR,L
mubarraz_oil_terminal_ae,48268,Mubarraz Oil Terminal,Ae,24.433333,53.516667,S,OR,L
al_hamriyah_lpg_terminal_ae,48274,Al Hamriyah Lpg Terminal,Ae,25.466667,55.483333,S,CB,L
dubayy_ae,48275,Dubayy,Ae,25.266667,55.3,S,CB,L
mina_jabal_ali_ae,48276,Mina Jabal Ali,Ae,25.016667,55.05,L,CB,L
jazirat_das_ae,48277,Jazirat Das,Ae,25.15,52.866667,V,OR,M
abu_zaby_ae,48278,Abu Zaby,Ae,24.5,54.333333,M,CB,L
umm_an_nar_ae,48279,Umm An Nar,Ae,24.45,54.483333,V,RN,M
jabal_az_zannah_ruways_ae,48282,Jabal Az Zannah/Ruways,Ae,24.2,52.7,M,CB,L
umm_said_qa,48287,Umm Said,Qa,24.916667,51.566667,S,OR,M
doha_qa,48290,Doha,Qa,25.283333,51.533333,S,CN,M
nantong_cn,59991,Nantong,Cn,32.0,120.8,S,RN,M
zhangjiangang_cn,59990,Zhangjiangang,Cn,31.966667,120.4,S,RN,M
daesan_hang_kr,60323,Daesan Hang,Kr,37.016667,126.4,V,OR,
vostochnyy_ru,60725,Vostochnyy,Ru,42.75,133.083333,V,OR,M
atsumi_jp,61416,Atsumi,Jp,34.666667,137.066667,V,CN,M
slavyanka_ru,62535,Slavyanka,Ru,42.866667,131.383333,S,CN,
o0kihama_jp,61571,O0Kihama,Jp,34.75,134.566667,V,CN,M
isikari_wan_jp,61232,Isikari Wan,Jp,43.233333,141.366667,V,CB,
tsuruga_ko_jp,61810,Tsuruga Ko,Jp,35.65,136.066667,S,CB,L
naoetsu_ko_jp,61865,Naoetsu Ko,Jp,37.183333,138.25,V,CB,L
belekeri_in,49000,Belekeri,In,14.7,74.266667,V,OR,M
panaji_in,48960,Panaji,In,15.5,73.816667,V,CN,M
vadinar_terminal_in,48615,Vadinar Terminal,In,22.516667,69.7,V,OR,L
nakagusuku_jp,62505,Nakagusuku,Jp,26.266667,127.916667,S,OR,L
aokata_jp,62340,Aokata,Jp,32.983333,129.066667,V,OR,
fukui_jp,61805,Fukui,Jp,36.066667,136.2,V,OR,
kashiwazaki_jp,61867,Kashiwazaki,Jp,37.366667,138.55,V,CN,
habu_ko_jp,61617,Habu Ko,Jp,34.283333,133.183333,V,CB,L
nishihara_jp,62497,Nishihara,Jp,26.216667,127.8,V,OR,L
onoda_jp,62079,Onoda,Jp,34.0,131.183333,S,OR,
shingu_jp,61967,Shingu,Jp,33.666667,135.983333,V,CB,L
takuma_jp,62077,Takuma,Jp,34.216667,133.683333,S,RB,L
tokachi_jp,61175,Tokachi,Jp,42.25,143.3,V,CB,
tonda_jp,62078,Tonda,Jp,34.033333,131.75,S,CB,
uchiura_jp,61802,Uchiura,Jp,35.516667,135.5,V,CN,
mcmurdo_station_aq,63130,Mcmurdo Station,Aq,-77.85,166.65,S,CN,
puerto_morro_redondo_mx,15975,Puerto Morro Redondo,Mx,28.05,-115.183333,V,OR,L
pichilingue_mx,15917,Pichilingue,Mx,24.266667,-110.333333,S,CB,L
puerto_colon_pa,9865,Puerto Colon,Pa,9.366667,-79.883333,M,CB,M
charco_azul_pa,15427,Charco Azul,Pa,8.216667,-82.866667,V,OR,L
hirtshals_dk,30450,Hirtshals,Dk,57.6,9.966667,V,CB,M
hanstholm_dk,30455,Hanstholm,Dk,57.133333,8.6,V,CB,M
nykobing_falster_dk,29630,Nykobing (Falster),Dk,54.766667,11.866667,S,RN,M
rostock_de,28860,Rostock,De,54.1,12.133333,L,RN,M
wismar_de,28870,Wismar,De,53.9,11.466667,S,CN,M
lubeck_travemunde_de,28880,Lubeck-Travemunde,De,53.966667,10.883333,S,RN,L
lubeck_de,28890,Lubeck,De,53.883333,10.7,M,LC,M
neustadt_de,28900,Neustadt,De,54.1,10.816667,V,RN,M
heiligenhafen_de,28920,Heiligenhafen,De,54.366667,10.983333,V,CB,M
kiel_de,28930,Kiel,De,54.316667,10.133333,L,RB,M
hakodate_ko_jp,61190,Hakodate Ko,Jp,41.783333,140.716667,M,CB,L
esasi_ko_jp,61205,Esasi Ko,Jp,41.866667,140.116667,V,CB,
otaru_ko_jp,61230,Otaru Ko,Jp,43.2,141.016667,M,CB,L
rumoi_ko_jp,61250,Rumoi Ko,Jp,43.95,141.633333,V,CB,L
wakkanai_jp,61260,Wakkanai,Jp,43.416667,141.683333,S,CB,L
aomori_ko_jp,61270,Aomori Ko,Jp,40.833333,140.75,S,CB,L
hachinohe_ko_jp,61280,Hachinohe Ko,Jp,40.533333,141.55,S,CB,L
miyako_jp,61290,Miyako,Jp,39.633333,141.983333,S,CB,L
kamaishi_ko_jp,61310,Kamaishi Ko,Jp,39.266667,141.9,S,CN,L
ofunato_jp,61320,Ofunato,Jp,39.05,141.733333,S,CN,L
kesennuma_ko_jp,61325,Kesennuma Ko,Jp,38.866667,141.6,V,CN,M
onagawa_jp,61330,Onagawa,Jp,38.45,141.45,V,CB,
ishinomaki_ko_jp,61340,Ishinomaki Ko,Jp,38.4,141.316667,V,CN,L
sendai_shiogama_jp,61350,Sendai-Shiogama,Jp,38.316667,141.033333,S,CN,L
onahama_ko_jp,61355,Onahama Ko,Jp,36.933333,140.9,S,CB,L
hitachi_jp,61356,Hitachi,Jp,36.5,140.633333,V,RB,L
kashima_ko_jp,61357,Kashima Ko,Jp,35.933333,140.7,S,CB,L
choshi_jp,61360,Choshi,Jp,35.733333,140.85,V,RN,L
tateyama_ko_jp,61370,Tateyama Ko,Jp,35.0,139.8,V,CN,
kisarazu_ko_jp,61372,Kisarazu Ko,Jp,35.366667,139.883333,V,CB,L
chiba_ko_jp,61375,Chiba Ko,Jp,35.583333,140.066667,S,CB,L
katsunan_ko_jp,61378,Katsunan Ko,Jp,35.666667,139.983333,S,CB,L
kawasaki_ko_jp,61385,Kawasaki Ko,Jp,35.5,139.766667,L,CB,L
yokohama_ko_jp,61390,Yokohama Ko,Jp,35.45,139.583333,L,CB,L
mys_rogatyy_oktyabrskiy_ru,61020,Mys Rogatyy Oktyabrskiy,Ru,50.733333,142.1,V,OR,
pohang_kr,60410,Pohang,Kr,36.05,129.383333,S,OR,L
mukho_kr,60430,Mukho,Kr,37.566667,129.116667,V,CB,M
sokch_o_hang_kr,60435,Sokch'O Hang,Kr,38.2,128.6,V,CB,
richards_bay_za,46855,Richards Bay,Za,-28.816667,32.083333,M,CB,M
maputo_mz,46870,Maputo,Mz,-25.966667,32.583333,M,LC,M
chinde_mz,46900,Chinde,Mz,-18.566667,36.5,S,RN,M
quelimane_mz,46910,Quelimane,Mz,-17.883333,36.883333,V,RN,M
mocambique_mz,46930,Mocambique,Mz,-15.033333,40.733333,S,CN,
nacala_mz,46935,Nacala,Mz,-14.533333,40.666667,V,CN,L
piraievs_gr,42230,Piraievs,Gr,37.933333,23.65,L,CB,L
ormos_mikro_vathi_gr,42300,Ormos Mikro Vathi,Gr,38.433333,23.6,V,CN,M
dubrovnik_hr,41550,Dubrovnik,Hr,42.666667,18.083333,S,CN,M
porto_di_barletta_it,40580,Porto Di Barletta,It,41.316667,16.283333,V,CB,M
manfredonia_it,40590,Manfredonia,It,41.616667,15.916667,S,CB,M
vasto_it,40615,Vasto,It,42.116667,14.716667,V,CB,M
ortona_it,40620,Ortona,It,42.35,14.416667,S,CB,M
pescara_it,40630,Pescara,It,42.466667,14.216667,S,CB,M
ancona_it,40660,Ancona,It,43.616667,13.5,S,CB,L
porto_di_corsini_it,40720,Porto Di Corsini,It,44.5,12.283333,M,LC,M
porto_di_malamocco_it,40750,Porto Di Malamocco,It,45.333333,12.316667,V,LC,M
porto_di_lido_venezia_it,40760,Porto Di Lido-Venezia,It,45.416667,12.433333,L,CB,L
monfalcone_it,40790,Monfalcone,It,45.783333,13.55,M,RB,L
trieste_it,40820,Trieste,It,45.65,13.766667,L,CB,L
muggia_it,40830,Muggia,It,45.6,13.766667,V,CB,
koper_si,40860,Koper,Si,45.55,13.733333,S,CN,M
piran_si,40870,Piran,Si,45.533333,13.566667,V,CB,
umag_hr,40880,Umag,Hr,45.433333,13.516667,V,CB,M
rovinj_hr,40940,Rovinj,Hr,45.083333,13.633333,S,CB,
pula_hr,40960,Pula,Hr,44.883333,13.8,V,CB,L
brsica_hr,40985,Brsica,Hr,45.033333,14.05,V,CN,
rijeka_luka_hr,41010,Rijeka Luka,Hr,45.333333,14.433333,L,RB,M
bakar_hr,41030,Bakar,Hr,45.3,14.533333,S,CN,L
omisalj_hr,41045,Omisalj,Hr,45.216667,14.55,S,CN,L
senj_hr,41090,Senj,Hr,44.983333,14.9,V,CN,M
zadar_hr,41220,Zadar,Hr,44.116667,15.216667,S,CN,M
sibenik_hr,41290,Sibenik,Hr,43.733333,15.883333,S,CN,M
molfetta_it,40550,Molfetta,It,41.216667,16.6,S,CB,M
split_hr,41320,Split,Hr,43.5,16.433333,L,CB,L
ploce_hr,41410,Ploce,Hr,43.05,17.433333,V,CN,M
torre_annunziata_it,39990,Torre Annunziata,It,40.75,14.45,S,CB,M
milner_bay_au,54671,Milner Bay,Au,-13.866667,136.416667,V,OR,M
weipa_au,54672,Weipa,Au,-12.666667,141.866667,V,CN,M
gove_au,54675,Gove,Au,-12.2,136.7,V,OR,L
karumba_au,54690,Karumba,Au,-17.483333,140.833333,V,RN,
hobart_au,54760,Hobart,Au,-42.883333,147.333333,M,RN,L
port_huon_au,54810,Port Huon,Au,-43.166667,146.983333,V,RN,L
dover_au,54830,Dover,Au,-43.316667,147.033333,V,CN,
stanley_au,54870,Stanley,Au,-40.766667,145.283333,V,CB,L
port_latta_au,54875,Port Latta,Au,-40.833333,145.383333,V,OR,M
burnie_au,54880,Burnie,Au,-41.05,145.95,S,CB,M
whyalla_au,54320,Whyalla,Au,-33.033333,137.583333,S,CB,M
ballina_au,53520,Ballina,Au,-28.866667,153.566667,S,RN,M
newcastle_au,53610,Newcastle,Au,-32.916667,151.783333,L,CB,L
jazirat_halul_qa,48295,Jazirat Halul,Qa,25.683333,52.416667,V,OR,L
sitrah_bh,48320,Sitrah,Bh,26.166667,50.666667,M,OR,M
mina_salman_bh,48325,Mina Salman,Bh,26.2,50.633333,M,CN,M
dammam_sa,48335,Dammam,Sa,26.5,50.2,S,CB,L
al_jubayl_sa,48338,Al Jubayl,Sa,27.083333,49.666667,V,CB,M
ras_tannurah_sa,48340,Ras  Tannurah,Sa,26.633333,50.166667,M,OR,L
ju_aymah_oil_terminal_sa,48343,Ju Aymah Oil Terminal,Sa,26.933333,50.033333,S,OR,L
mina_az_zawr_kw,48356,Mina Az Zawr,Kw,28.733333,48.4,V,OR,M
mina_ash_shuaybah_kw,48357,Mina Ash Shuaybah,Kw,29.033333,48.166667,M,OR,M
mina_abd_allah_kw,48360,Mina Abd Allah,Kw,29.016667,48.166667,S,OR,M
mina_al_ahmadi_kw,48361,Mina Al Ahmadi,Kw,29.066667,48.166667,M,OR,M
khawr_al_amaya_iq,48390,Khawr Al Amaya,Iq,29.783333,48.8,V,OR,M
al_basra_oil_terminal_iq,48392,Al-Basra Oil Terminal,Iq,29.683333,48.816667,V,OR,L
umm_qasr_iq,48399,Umm Qasr,Iq,30.016667,47.95,S,RN,M
al_basrah_iq,48400,Al Basrah,Iq,30.516667,47.833333,M,RN,M
khorramshahr_ir,48420,Khorramshahr,Ir,30.433333,48.183333,M,RN,M
al_ahmadi_ye,48165,Al Ahmadi,Ye,14.833333,42.966667,S,CB,M
aden_ye,48190,Aden,Ye,12.783333,44.95,M,CN,M
al_mukalla_ye,48210,Al Mukalla,Ye,14.516667,49.116667,S,CB,L
dublin_ie,34480,Dublin,Ie,53.35,-6.25,M,CB,L
greenore_ie,34560,Greenore,Ie,54.033333,-6.133333,V,CN,L
silloth_gb,34590,Silloth,Gb,54.866667,-3.4,S,CT,M
workington_gb,34610,Workington,Gb,54.566667,-3.633333,V,RT,M
barrow_in_furness_gb,34630,Barrow In Furness,Gb,54.116667,-3.233333,M,CT,M
heysham_gb,34640,Heysham,Gb,54.033333,-2.916667,V,CB,M
fleetwood_gb,34660,Fleetwood,Gb,53.916667,-3.016667,S,RT,M
liverpool_gb,34690,Liverpool,Gb,53.416667,-3.0,L,RT,L
manchester_gb,34700,Manchester,Gb,53.483333,-2.266667,L,RT,M
rathmullan_ie,33880,Rathmullan,Ie,55.1,-7.533333,V,CN,
killybegs_ie,33930,Killybegs,Ie,54.633333,-8.45,V,CN,L
mallaig_gb,33090,Mallaig,Gb,57.0,-5.816667,V,CN,M
tobermory_gb,33140,Tobermory,Gb,56.616667,-6.066667,V,CN,M
craignure_gb,33170,Craignure,Gb,56.466667,-5.7,V,CN,
corpach_gb,33190,Corpach,Gb,56.85,-5.116667,S,CN,
oban_gb,33250,Oban,Gb,56.416667,-5.466667,S,CN,
port_ellen_gb,33280,Port Ellen,Gb,55.633333,-6.2,V,OR,M
crinan_canal_gb,33290,Crinan (Canal),Gb,56.083333,-5.566667,V,LC,M
campbeltown_gb,33300,Campbeltown,Gb,55.433333,-5.6,S,CN,M
lamlash_harbor_gb,33310,Lamlash Harbor,Gb,55.533333,-5.116667,V,OR,L
eckernforde_de,28950,Eckernforde,De,54.483333,9.833333,S,RB,M
kappeln_de,28955,Kappeln,De,54.666667,9.933333,V,RN,M
flensburg_de,29005,Flensburg,De,54.8,9.433333,S,RB,M
nekso_dk,29085,Nekso,Dk,55.066667,15.133333,V,CB,M
ronne_dk,29110,Ronne,Dk,55.1,14.7,S,CB,L
hasle_dk,29120,Hasle,Dk,55.183333,14.7,V,CB,M
christianso_harbor_dk,29130,Christianso Harbor,Dk,55.316667,15.183333,V,CB,M
fakse_ladeplads_havn_dk,29180,Fakse Ladeplads Havn,Dk,55.216667,12.166667,V,CB,M
koge_dk,29220,Koge,Dk,55.45,12.2,V,CB,M
kobenhavn_dk,29230,Kobenhavn,Dk,55.7,12.616667,L,CB,L
tuborg_dk,29260,Tuborg,Dk,55.716667,12.583333,V,CB,M
helsingor_dk,29350,Helsingor,Dk,56.033333,12.616667,V,CB,L
frederiksvaerk_dk,29410,Frederiksvaerk,Dk,55.966667,12.016667,V,CB,M
frederikssund_dk,29420,Frederikssund,Dk,55.833333,12.05,V,CB,M
kyndbyvaerkets_havn_dk,29435,Kyndbyvaerkets Havn,Dk,55.816667,11.883333,V,CB,M
holbaek_dk,29440,Holbaek,Dk,55.716667,11.716667,V,CB,M
kalundborg_dk,29490,Kalundborg,Dk,55.683333,11.1,S,CB,L
korsor_dk,29520,Korsor,Dk,55.333333,11.133333,S,CB,M
skaelskor_dk,29530,Skaelskor,Dk,55.25,11.3,V,CB,M
stigsnaesvaerket_dk,29545,Stigsnaesvaerket,Dk,55.2,11.25,V,OR,M
naestved_dk,29555,Naestved,Dk,55.233333,11.75,S,RB,M
vordingborg_dk,29560,Vordingborg,Dk,55.0,11.9,V,CN,M
stubbekobing_dk,29580,Stubbekobing,Dk,54.883333,12.05,S,CB,M
stege_dk,29600,Stege,Dk,54.983333,12.283333,V,CB,M
stralsund_de,28848,Stralsund,De,54.316667,13.1,V,CB,M
helsinki_fi,28190,Helsinki,Fi,60.166667,24.966667,L,CB,L
porvoo_fi,28210,Porvoo,Fi,60.3,25.633333,V,RN,L
loviisa_fi,28220,Loviisa,Fi,60.45,26.233333,V,CN,M
kotka_fi,28230,Kotka,Fi,60.466667,26.966667,L,CB,M
hamina_fi,28240,Hamina,Fi,60.566667,27.2,S,CN,L
vyborg_ru,28300,Vyborg,Ru,60.716667,28.75,M,CN,M
gavan_vysotsk_ru,28310,Gavan Vysotsk,Ru,60.616667,28.566667,S,LC,M
primorsk_ru,28360,Primorsk,Ru,60.366667,28.633333,V,OR,M
sankt_peterburg_ru,28370,Sankt-Peterburg,Ru,59.933333,30.3,L,CB,M
puerto_del_callao_pe,14950,Puerto Del Callao,Pe,-12.05,-77.15,M,CB,L
bahia_de_ancon_pe,14960,Bahia De Ancon,Pe,-11.75,-77.183333,V,OR,M
chancay_pe,14970,Chancay,Pe,-11.583333,-77.25,V,OR,
puerto_de_huacho_pe,14980,Puerto De Huacho,Pe,-11.116667,-77.616667,V,OR,
puerto_supe_pe,14990,Puerto Supe,Pe,-10.8,-77.75,V,OR,L
punta_lobitos_bahia_de_huarmey_pe,15000,Punta Lobitos (Bahia De Huarmey),Pe,-10.1,-78.166667,V,OR,
puerto_de_chimbote_pe,15030,Puerto De Chimbote,Pe,-9.083333,-78.616667,V,CN,L
salaverry_pe,15050,Salaverry,Pe,-8.233333,-78.983333,V,CB,L
pimental_pe,15110,Pimental,Pe,-6.833333,-79.933333,V,OR,M
mikindani_tz,46970,Mikindani,Tz,-10.266667,40.133333,V,CN,
mtwara_tz,46975,Mtwara,Tz,-10.266667,40.2,V,CB,L
dar_es_salaam_tz,47010,Dar Es Salaam,Tz,-6.816667,39.3,M,CN,L
chake_chake_tz,47020,Chake Chake,Tz,-5.25,39.766667,S,CN,M
mombasa_ke,47100,Mombasa,Ke,-4.066667,39.666667,M,CT,M
kilifi_ke,47105,Kilifi,Ke,-3.633333,39.866667,V,OR,M
malindi_ke,47107,Malindi,Ke,-3.216667,40.133333,S,CN,M
marka_so,47150,Marka,So,1.716667,44.783333,V,OR,
muqdisho_so,47160,Muqdisho,So,2.033333,45.35,L,CB,L
fomboni_km,47310,Fomboni,Km,-12.266667,43.75,V,OR,M
moutsamoudu_km,47320,Moutsamoudu,Km,-12.15,44.4,V,OR,M
mahajanga_mg,47400,Mahajanga,Mg,-15.716667,46.3,V,CN,L
saldanha_bay_za,46750,Saldanha Bay,Za,-33.033333,17.966667,M,CB,L
cape_town_za,46770,Cape Town,Za,-33.916667,18.416667,L,CB,L
okrika_ng,46207,Okrika,Ng,4.716667,7.083333,V,RN,L
port_harcourt_ng,46210,Port Harcourt,Ng,4.766667,7.0,V,RN,L
antan_oil_terminal_ng,46225,Antan Oil Terminal,Ng,4.216667,8.333333,S,OR,L
calabar_ng,46230,Calabar,Ng,4.966667,8.316667,V,RN,L
uig_gb,32950,Uig,Gb,57.583333,-6.35,V,CN,
lochmaddy_gb,32955,Lochmaddy,Gb,57.6,-7.166667,V,CN,M
castle_bay_gb,32980,Castle Bay,Gb,56.95,-7.483333,V,CN,
lochboisdale_gb,32990,Lochboisdale,Gb,57.15,-7.3,V,CN,M
stornoway_harbor_gb,33020,Stornoway Harbor,Gb,58.183333,-6.366667,V,CN,M
tarbert_gb,33030,Tarbert,Gb,57.9,-6.816667,V,CN,M
macduff_gb,32250,Macduff,Gb,57.666667,-2.5,V,CB,M
seaham_gb,31750,Seaham,Gb,54.833333,-1.316667,S,CT,M
sunderland_gb,31760,Sunderland,Gb,54.916667,-1.366667,M,RT,L
tynemouth_gb,31765,Tynemouth,Gb,55.0,-1.4,M,RT,L
blyth_gb,31820,Blyth,Gb,55.116667,-1.5,M,RN,M
sydney_au,53650,Sydney,Au,-33.866667,151.2,L,CN,L
botany_bay_au,53655,Botany Bay,Au,-34.0,151.233333,S,CN,L
port_kembla_au,53690,Port Kembla,Au,-34.483333,150.916667,M,CB,L
jervis_bay_au,53710,Jervis Bay,Au,-35.116667,150.8,V,CN,
batemans_bay_au,53750,Batemans Bay,Au,-35.7,150.166667,V,CN,
eden_au,53810,Eden,Au,-37.066667,149.916667,V,CB,M
welshpool_au,53840,Welshpool,Au,-38.7,146.466667,V,CN,M
western_port_au,53930,Western Port,Au,-38.35,145.233333,V,CN,L
melbourne_au,54030,Melbourne,Au,-37.833333,144.966667,L,CN,M
geelong_au,54050,Geelong,Au,-38.15,144.366667,M,CN,L
warrnambool_au,54120,Warrnambool,Au,-38.4,142.483333,V,CB,
portland_au,54140,Portland,Au,-38.333333,141.6,S,CB,M
kingscote_au,54200,Kingscote,Au,-35.633333,137.633333,V,CB,
port_adelaide_au,54220,Port Adelaide,Au,-34.85,138.5,M,RN,M
ardrossan_au,54236,Ardrossan,Au,-34.433333,137.916667,V,OR,M
port_giles_au,54255,Port Giles,Au,-35.033333,137.766667,V,OR,M
