shipment_id,shipment_date,product_id,product_category,sku_group,supplier_id,supplier_name,supplier_country,supplier_region,business_unit,priority_level,origin_port,origin_country,origin_lat,origin_lng,destination_port,destination_country,destination_lat,destination_lng,route_key,route_distance_km,transport_mode,carrier_name,expected_time_hours,actual_time_hours,delay_hours,port_congestion_origin,port_congestion_destination,customs_clearance_hours,inventory_level,safety_stock_level,units_sold_7d,demand_volatility,fuel_price_index,temperature_control_required,order_value_usd,shipment_status
SHP_1028,2026-01-11 05:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,CMA CGM,256.38,261.34,4.96,0.3525,0.6793,12.91,460,169,315,0.334,1.317,Y,160192.56,delivered
SHP_1029,2026-01-11 23:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,323.66,352.76,29.1,0.5264,0.2792,21.75,539,187,291,0.4693,1.1665,Y,179920.29,delivered
SHP_1030,2026-01-12 19:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,Evergreen,335.6,355.12,19.52,0.2289,0.3891,19.82,588,193,289,0.2567,1.2228,Y,254109.84,delivered
SHP_1031,2026-01-12 19:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Maersk,247.21,259.72,12.51,0.2462,0.609,18.47,492,235,336,0.2449,1.137,Y,144884.12,delivered
SHP_1032,2026-01-13 19:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,333.07,348.68,15.61,0.4875,0.2999,19.79,759,176,271,0.0797,1.2701,Y,118359.88,delivered
SHP_1033,2026-01-14 04:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,CMA CGM,341.02,355.95,14.93,0.5914,0.4493,15.88,409,152,337,0.2617,1.2212,Y,211815.23,delivered
SHP_1034,2026-01-14 16:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,ONE,241.38,275.32,33.94,0.3655,0.2936,23.86,501,184,269,0.1137,1.2296,Y,151234.46,delivered
SHP_1035,2026-01-15 06:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,259.43,263.09,3.66,0.2162,0.2197,14.05,484,203,323,0.4877,1.1919,Y,150276.88,delivered
SHP_1036,2026-01-16 04:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Low,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,Maersk,227.68,253.21,25.53,0.2371,0.4507,19.97,584,186,280,0.1948,1.2224,Y,191949.31,delivered
SHP_1037,2026-01-16 06:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,Maersk,229.95,251.73,21.78,0.1981,0.5982,13.41,497,190,210,0.3876,1.1706,Y,127725.74,delivered
SHP_1038,2026-01-17 02:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,247.6,272.19,24.59,0.2542,0.3215,14.69,429,212,368,0.3306,1.1745,Y,227934.8,delivered
SHP_1039,2026-01-18 02:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,MSC,291.94,316.37,24.43,0.4553,0.3289,19.81,481,182,297,0.3081,1.2254,Y,127713.18,delivered
SHP_1040,2026-01-18 04:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,CMA CGM,232.93,244.53,11.6,0.2791,0.3878,19.94,462,202,279,0.3006,1.2179,Y,199796.18,delivered
SHP_1041,2026-01-18 13:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,CMA CGM,324.89,352.67,27.78,0.3275,0.4318,14.33,559,180,351,0.3265,1.1083,Y,105923.16,delivered
SHP_1042,2026-01-19 18:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,ONE,212.35,219.44,7.09,0.2311,0.3519,19.0,436,189,315,0.2881,1.2828,Y,205396.3,delivered
SHP_1043,2026-01-19 23:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,MSC,311.42,339.56,28.14,0.7173,0.2085,23.35,470,177,451,0.2573,1.1603,Y,147521.95,delivered
SHP_1044,2026-01-21 00:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,ONE,257.44,273.58,16.14,0.7215,0.6611,18.86,446,183,413,0.24,1.2326,Y,192870.2,delivered
SHP_1045,2026-01-21 09:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,Maersk,225.41,244.06,18.65,0.1493,0.3879,17.49,628,167,323,0.1685,1.1487,Y,182073.31,delivered
SHP_1046,2026-01-21 16:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,CMA CGM,236.14,249.74,13.6,0.4019,0.3273,13.52,513,205,423,0.4556,1.2334,Y,159666.13,delivered
SHP_1047,2026-01-22 10:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Hapag-Lloyd,259.2,288.24,29.04,0.2769,0.2631,16.24,449,188,474,0.2838,1.1788,Y,167515.64,delivered
SHP_1048,2026-01-23 08:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,ONE,220.73,241.16,20.43,0.6271,0.3276,19.63,625,188,233,0.2887,1.1834,Y,128579.17,delivered
SHP_1049,2026-01-23 21:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,CMA CGM,315.55,334.09,18.54,0.5311,0.4487,27.39,540,153,316,0.0739,1.218,Y,143982.25,customs_hold
SHP_1050,2026-01-23 21:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,260.99,288.33,27.34,0.1952,0.6466,18.21,566,178,294,0.3564,1.1757,Y,164474.84,delivered
SHP_1051,2026-01-24 14:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,Evergreen,354.92,377.21,22.29,0.418,0.4454,12.09,623,200,371,0.3132,1.3347,Y,150549.76,in_transit
SHP_1052,2026-01-25 11:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Evergreen,330.54,339.42,8.88,0.4756,0.1988,19.55,458,216,431,0.4682,1.1863,Y,203685.17,delivered
SHP_1053,2026-01-26 04:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,CMA CGM,252.19,272.25,20.06,0.1721,0.5664,14.12,421,217,475,0.3732,1.2033,Y,115443.42,delivered
SHP_1054,2026-01-26 17:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,MSC,339.09,360.35,21.26,0.1977,0.89,19.25,437,188,312,0.425,1.2134,Y,260000.0,delivered
SHP_1055,2026-01-27 03:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,ONE,234.03,241.36,7.33,0.3169,0.1279,21.86,441,209,393,0.7607,1.1275,Y,150094.36,delivered
SHP_1056,2026-01-27 06:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,318.07,336.58,18.51,0.3358,0.694,19.95,557,202,241,0.3429,1.1525,Y,120363.49,delivered
SHP_1057,2026-01-27 20:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,Hapag-Lloyd,236.66,248.48,11.82,0.7295,0.2449,24.81,572,164,327,0.1718,1.1995,Y,151043.58,delivered
SHP_1058,2026-01-28 21:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,ONE,301.55,312.53,10.98,0.2244,0.1809,15.21,632,158,206,0.0733,1.2154,Y,174576.97,delivered
SHP_1059,2026-01-29 00:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,CMA CGM,264.68,284.46,19.78,0.4939,0.507,14.04,484,195,316,0.2262,1.2323,Y,163818.02,in_transit
SHP_1060,2026-01-30 07:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,Maersk,217.43,228.43,11.0,0.4769,0.3503,13.53,440,213,188,0.3661,1.1562,Y,185455.57,delivered
SHP_1061,2026-01-30 10:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Low,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Evergreen,251.63,259.39,7.76,0.2288,0.3509,13.29,680,198,284,0.2919,1.1516,Y,204463.5,delivered
SHP_1062,2026-01-31 04:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Low,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,330.46,343.11,12.65,0.2502,0.1657,17.52,477,157,256,0.1265,1.25,Y,159192.63,delivered
SHP_1063,2026-01-31 13:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,Maersk,232.18,246.53,14.35,0.2367,0.3031,17.94,439,184,453,0.5178,1.1177,Y,186604.57,delivered
SHP_1064,2026-02-01 05:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,ONE,233.26,255.1,21.84,0.1145,0.452,19.76,485,198,234,0.1875,1.2488,Y,182451.07,delivered
SHP_1065,2026-02-01 23:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,Evergreen,225.94,249.09,23.15,0.253,0.2189,18.3,469,173,397,0.211,1.1789,Y,198828.1,delivered
SHP_1066,2026-02-02 13:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,CMA CGM,276.31,296.33,20.02,0.2872,0.2224,11.78,496,178,324,0.2765,1.1882,Y,193384.29,delivered
SHP_1067,2026-02-02 22:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,Maersk,234.06,250.31,16.25,0.371,0.2216,12.56,479,182,348,0.3035,1.2018,Y,182636.18,delivered
SHP_1068,2026-02-03 10:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,MSC,231.62,262.68,31.06,0.2216,0.2087,17.16,375,175,257,0.3062,1.2397,Y,155458.9,delivered
SHP_1069,2026-02-03 20:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,CMA CGM,340.21,360.47,20.26,0.3884,0.6804,6.02,533,220,287,0.3391,1.1946,Y,128241.23,delivered
SHP_1070,2026-02-05 04:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Maersk,319.72,331.51,11.79,0.4671,0.1264,13.5,482,189,312,0.2493,1.2448,Y,147107.31,delivered
SHP_1071,2026-02-05 00:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,ONE,230.2,235.55,5.35,0.6463,0.1623,19.17,636,140,358,0.3142,1.2355,Y,136076.7,delivered
SHP_1072,2026-02-06 01:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,CMA CGM,219.87,233.55,13.68,0.3982,0.2391,11.48,398,159,267,0.3234,1.1446,Y,99312.02,delivered
SHP_1073,2026-02-06 10:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mundra Port,India,22.839,69.721,Hamburg Port,Germany,53.5461,9.9661,Mundra Port|Hamburg Port,7323,Ocean,Maersk,250.22,268.35,18.13,0.6276,0.1432,26.05,534,180,277,0.3579,1.3102,Y,198582.35,customs_hold
SHP_1074,2026-02-07 06:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,Maersk,300.12,320.13,20.01,0.3235,0.3033,10.64,554,177,528,0.5134,1.1211,Y,166366.24,delivered
SHP_1075,2026-02-07 10:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Medium,Chennai Port,India,13.0827,80.2707,Hamburg Port,Germany,53.5461,9.9661,Chennai Port|Hamburg Port,9204,Ocean,Hapag-Lloyd,278.65,303.79,25.14,0.7628,0.3882,17.79,456,192,316,0.2226,1.2042,Y,167829.35,delivered
SHP_1076,2026-02-08 04:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,ONE,232.15,251.93,19.78,0.5009,0.344,17.14,585,178,349,0.2841,1.1931,Y,212624.61,delivered
SHP_1077,2026-02-08 14:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Low,Mumbai Port,India,18.9497,72.8356,Busan Port,South Korea,35.1796,129.0756,Mumbai Port|Busan Port,7044,Ocean,Maersk,224.3,255.54,31.24,0.3479,0.2784,15.44,557,176,183,0.2568,1.2943,Y,143519.09,delivered
SHP_1078,2026-02-09 19:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Chennai Port,India,13.0827,80.2707,Busan Port,South Korea,35.1796,129.0756,Chennai Port|Busan Port,6661,Ocean,MSC,223.6,237.73,14.13,0.2322,0.2594,18.6,479,194,307,0.454,1.1224,Y,125592.39,delivered
SHP_1079,2026-02-09 20:00:00,1007,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,High,Mundra Port,India,22.839,69.721,Busan Port,South Korea,35.1796,129.0756,Mundra Port|Busan Port,7134,Ocean,CMA CGM,237.83,268.02,30.19,0.5199,0.3164,20.28,431,184,349,0.3488,1.2379,Y,188890.73,delivered
SHP_1080,2026-02-10 20:00:00,1001,Pharma,Cold Chain,SUP_018,Lotus Therapeutics,India,Asia,Operations,Critical,Mumbai Port,India,18.9497,72.8356,Hamburg Port,Germany,53.5461,9.9661,Mumbai Port|Hamburg Port,7982,Ocean,MSC,271.29,297.63,26.34,0.5038,0.8366,19.37,547,201,224,0.252,1.2359,Y,107012.32,port_hold
SHP_1081,2026-01-01 08:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,High,Busan Port,South Korea,35.1796,129.0756,Hamburg Port,Germany,53.5461,9.9661,Busan Port|Hamburg Port,10428,Ocean,CMA CGM,328.65,341.15,12.5,0.4588,0.3299,20.09,540,188,341,0.3826,1.2794,N,230446.82,delivered
SHP_1082,2026-01-02 02:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Incheon Port,South Korea,37.4563,126.7052,Hamburg Port,Germany,53.5461,9.9661,Incheon Port|Hamburg Port,10028,Ocean,CMA CGM,332.68,356.74,24.06,0.3109,0.769,19.04,615,217,338,0.3379,1.2815,N,241091.13,delivered
SHP_1083,2026-01-02 17:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Gwangyang Port,South Korea,34.9407,127.6959,Hamburg Port,Germany,53.5461,9.9661,Gwangyang Port|Hamburg Port,10373,Ocean,MSC,357.91,369.52,11.61,0.3815,0.1848,13.88,481,159,213,0.1372,1.252,N,303510.64,delivered
SHP_1084,2026-01-03 06:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Busan Port,South Korea,35.1796,129.0756,Los Angeles Port,United States,33.7361,-118.2631,Busan Port|Los Angeles Port,11757,Ocean,CMA CGM,382.54,394.67,12.13,0.2782,0.3911,19.53,798,225,300,0.4231,1.2895,N,280706.5,delivered
SHP_1085,2026-01-04 02:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Low,Incheon Port,South Korea,37.4563,126.7052,Hamburg Port,Germany,53.5461,9.9661,Incheon Port|Hamburg Port,10028,Ocean,Hapag-Lloyd,353.06,371.48,18.42,0.4915,0.2112,15.25,704,171,258,0.1032,1.1533,N,285738.05,delivered
SHP_1086,2026-01-04 08:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Critical,Gwangyang Port,South Korea,34.9407,127.6959,Hamburg Port,Germany,53.5461,9.9661,Gwangyang Port|Hamburg Port,10373,Ocean,MSC,336.49,359.95,23.46,0.6802,0.1455,13.02,779,191,349,0.2468,1.2043,N,194725.07,delivered
SHP_1087,2026-01-04 17:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Busan Port,South Korea,35.1796,129.0756,Hamburg Port,Germany,53.5461,9.9661,Busan Port|Hamburg Port,10428,Ocean,ONE,348.59,363.87,15.28,0.2062,0.3753,15.91,576,215,301,0.2851,1.1879,N,266580.2,delivered
SHP_1088,2026-01-05 02:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Incheon Port,South Korea,37.4563,126.7052,Hamburg Port,Germany,53.5461,9.9661,Incheon Port|Hamburg Port,10028,Ocean,Maersk,352.67,368.01,15.34,0.1723,0.8366,10.54,504,195,327,0.2235,1.216,N,227860.89,delivered
SHP_1089,2026-01-06 03:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Gwangyang Port,South Korea,34.9407,127.6959,Los Angeles Port,United States,33.7361,-118.2631,Gwangyang Port|Los Angeles Port,11895,Ocean,Evergreen,371.53,385.59,14.06,0.5104,0.245,6.33,634,156,262,0.224,1.154,N,275543.38,delivered
SHP_1090,2026-01-06 19:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Busan Port,South Korea,35.1796,129.0756,Hamburg Port,Germany,53.5461,9.9661,Busan Port|Hamburg Port,10428,Ocean,Hapag-Lloyd,362.59,378.87,16.28,0.3451,0.4494,12.01,507,179,200,0.1117,1.1205,N,240704.34,delivered
SHP_1091,2026-01-07 06:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Low,Incheon Port,South Korea,37.4563,126.7052,Hamburg Port,Germany,53.5461,9.9661,Incheon Port|Hamburg Port,10028,Ocean,MSC,329.9,339.34,9.44,0.1249,0.1373,11.86,639,206,259,0.4197,1.1671,N,261855.15,delivered
SHP_1092,2026-01-07 11:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Gwangyang Port,South Korea,34.9407,127.6959,Hamburg Port,Germany,53.5461,9.9661,Gwangyang Port|Hamburg Port,10373,Ocean,Hapag-Lloyd,346.08,360.36,14.28,0.1136,0.4693,19.37,719,185,218,0.1406,1.188,N,181534.4,delivered
SHP_1093,2026-01-08 01:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Medium,Busan Port,South Korea,35.1796,129.0756,Los Angeles Port,United States,33.7361,-118.2631,Busan Port|Los Angeles Port,11757,Ocean,ONE,383.64,396.91,13.27,0.1305,0.3256,17.13,624,213,316,0.1567,1.2095,N,253612.38,delivered
SHP_1094,2026-01-09 08:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Critical,Incheon Port,South Korea,37.4563,126.7052,Los Angeles Port,United States,33.7361,-118.2631,Incheon Port|Los Angeles Port,11755,Ocean,ONE,381.66,406.53,24.87,0.8056,0.5678,14.89,520,173,385,0.2789,1.2934,N,244987.13,delivered
SHP_1095,2026-01-09 15:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,High,Gwangyang Port,South Korea,34.9407,127.6959,Los Angeles Port,United States,33.7361,-118.2631,Gwangyang Port|Los Angeles Port,11895,Ocean,Maersk,370.61,393.97,23.36,0.3279,0.6339,16.21,566,173,279,0.2184,1.2615,N,302242.32,delivered
SHP_1096,2026-01-10 08:00:00,1003,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,High,Busan Port,South Korea,35.1796,129.0756,Hamburg Port,Germany,53.5461,9.9661,Busan Port|Hamburg Port,10428,Ocean,Maersk,357.14,369.67,12.53,0.4833,0.4228,16.22,597,237,243,0.3375,1.1628,N,250494.79,in_transit
SHP_1097,2026-01-10 09:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Low,Incheon Port,South Korea,37.4563,126.7052,Hamburg Port,Germany,53.5461,9.9661,Incheon Port|Hamburg Port,10028,Ocean,Hapag-Lloyd,328.14,340.62,12.48,0.4193,0.2157,19.31,724,219,252,0.3325,1.197,N,253257.72,delivered
SHP_1098,2026-01-11 08:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,High,Gwangyang Port,South Korea,34.9407,127.6959,Hamburg Port,Germany,53.5461,9.9661,Gwangyang Port|Hamburg Port,10373,Ocean,Maersk,365.13,386.42,21.29,0.4382,0.4106,12.52,475,185,314,0.5186,1.2512,N,223986.38,delivered
SHP_1099,2026-01-11 15:00:00,1008,MedTech,Critical Devices,SUP_019,HanRiver Robotics,South Korea,Asia,Logistics,Critical,Busan Port,South Korea,35.1796,129.0756,Hamburg Port,Germany,53.5461,9.9661,Busan Port|Hamburg Port,10428,Ocean,Maersk,356.45,374.45,18.0,0.1881,0.7711,12.71,535,176,204,0.0839,1.2303,N,230964.41,delivered
